,lat_x,lng_x,distance
1057,1.3177438,103.8797478,0.3802104837617763 km
1058,1.31784655,103.82616674980716,0.24587733330909164 km
1059,1.3178498,103.9132079,0.3537347172429613 km
1060,1.3178829,103.90317670322858,0.21023505976711743 km
1061,1.3178852,103.8350769,0.6953734770388545 km
1062,1.3178906,103.8519198495327,0.6127303179725042 km
1063,1.3178998,103.8258621,0.2401585606700365 km
1064,1.3180442,103.916235,0.49337589946412014 km
1065,1.31805085,103.87419887374404,0.4597485990868918 km
1066,1.31805185,103.76674490059494,0.36777171606913694 km
1067,1.3180595,103.8614978,0.2168676375040178 km
1068,1.3180822,103.84019464383452,0.4809442131824391 km
1069,1.3181603000000002,103.80773855,0.08920681026981413 km
1070,1.3181764,103.896901593693,0.5265969785186598 km
1071,1.3181818,103.9192152,0.7656631056189656 km
1072,1.31819975,103.84638105557552,0.37720918302163986 km
1073,1.3182115,103.82599760594704,0.20503384516590253 km
1074,1.3182266,103.75383553458929,1.3097650668678997 km
1075,1.3182874999999998,103.88707659374876,0.5074396764359349 km
1076,1.31831785,103.9455602262666,0.9846540105574325 km
1077,1.31832085,103.8298902582162,0.47150597350257634 km
1078,1.3183444,103.94836919754152,1.0033260955114263 km
1079,1.31836015,103.81223276702303,0.5496695126755143 km
1080,1.31839005,103.92262250397371,1.1157906205988692 km
1081,1.3184467,103.801594,0.6534059079816739 km
1082,1.3184589,103.88787851593574,0.5057644800029901 km
1083,1.31847775,103.76676684948336,0.41097208585098133 km
1084,1.3184808,103.9522958,0.5839770183608626 km
1085,1.31848965,103.83913164690688,0.565191309768607 km
1086,1.3185422999999998,103.76802021693018,0.4925683332991394 km
1087,1.31857555,103.76180547850008,0.5369476580454945 km
1088,1.318576,103.82944120111122,0.414395184477804 km
1089,1.3185827,103.7575716,0.9306185326858467 km
1090,1.318594,103.95071305326016,0.7473531891516021 km
1091,1.3186848,103.843503,0.19746017483936115 km
1092,1.3186862,103.7451739,1.6316040698316305 km
1093,1.3187212,103.94572304799308,0.9387219311426648 km
1094,1.3187484500000002,103.9433273010432,0.9918555888117253 km
1095,1.3187729,103.82814527509038,0.2759380426218948 km
1096,1.3187802,103.84607013163816,0.3100198749250452 km
1097,1.3188429,103.8865243,0.4828870387883697 km
1098,1.3188441,103.8504927,0.7626968196778457 km
1099,1.3188454,103.83662462069192,0.737364791591159 km
1100,1.3188531,103.7971853,0.7364258541440492 km
1101,1.3189171,103.7871854,1.2628625265273656 km
1102,1.318947,103.8475449,0.44565940977326024 km
1103,1.31895345,103.8843304879936,0.3206671838799582 km
1104,1.31895745,103.7646363538772,0.42920899019011816 km
1105,1.3189737,103.94405685,0.9433491247902812 km
1106,1.3190026,103.7474560441309,1.6670836005054714 km
1107,1.3190035,103.7656917946758,0.43342359868399843 km
1108,1.3190089,103.77848879002252,0.8409313842956434 km
1109,1.3190212,103.94556927893726,0.9071201339443692 km
1110,1.3190571,103.760297,0.6975594224837672 km
1111,1.31910335,103.8798115570958,0.4536669838129992 km
1112,1.3191695,103.753166,1.4113686269054144 km
1113,1.3192073999999998,103.74967053479256,1.7473226624126343 km
1114,1.31928875,103.84502960556406,0.18488163819441095 km
1115,1.3192999,103.83868588143967,0.5857484673008992 km
1116,1.3193665,103.94372485043158,0.9127495966172721 km
1117,1.3193709,103.85673776075645,0.5948332910253802 km
1118,1.31946715,103.75527239172882,1.2041765603184353 km
1119,1.31947695,103.88276969928656,0.33696909518931945 km
1120,1.31948065,103.76552678342163,0.48403341843041403 km
1121,1.3195114,103.83651254898707,0.8120049191629458 km
1122,1.319516,103.88097373944026,0.4030988968297876 km
1123,1.3195288,103.8059958,0.2776575996569691 km
1124,1.3195327,103.90982235946896,0.3856245512284855 km
1125,1.3195394500000002,103.76413876822087,0.5029297299391376 km
1126,1.3195887,103.85988300933047,0.2445621847760238 km
1127,1.3196042499999998,103.9123037151234,0.17400783196901345 km
1128,1.31965005,103.7645293148418,0.5067108681446477 km
1129,1.3196642,103.92376598402689,1.2134900708629086 km
1130,1.3196648,103.9268829,1.558241668362456 km
1131,1.319666,103.91024506273578,0.3369008608768332 km
1132,1.319683,103.834005,0.8891687697379227 km
1133,1.3197144,103.8299065,0.4337806489420962 km
1134,1.3197704,103.7678296062616,0.5924923576203319 km
1135,1.3197815,103.908881,0.4734583676316514 km
1136,1.3198372,103.9115813,0.20190625285774016 km
1137,1.3198491,103.862349,0.03445966633054941 km
1138,1.31987395,103.75248297907127,1.5090028011677472 km
1139,1.3198956000000002,103.86867884002793,0.3626078895131261 km
1140,1.31992,103.9162738,0.390239896787466 km
1141,1.31994945,103.7427607478827,1.4609148433016605 km
1142,1.31996045,103.94281609841188,0.890575558736919 km
1143,1.3199674,103.76574775613032,0.5399759023686299 km
1144,1.3199811499999998,103.88445549844096,0.42859843556312555 km
1145,1.3199837,103.91744,0.5133391360650934 km
1146,1.3200632,103.74729815689167,1.5511345443406537 km
1147,1.3200682,103.8828289,0.4020963339848153 km
1148,1.3200708,103.85914718510696,0.32368040013414695 km
1149,1.3201082,103.9121107865964,0.13875637750546782 km
1150,1.3201249,103.73985825933735,1.4656849030579122 km
1151,1.3201502,103.8668455178284,0.5339017747875276 km
1152,1.3202232,103.910475,0.28958952347686134 km
1153,1.3202552,103.7683942044597,0.670776258523433 km
1154,1.3202662,103.8417978,0.22650044759012805 km
1155,1.32026825,103.73910864290288,1.4679444195199667 km
1156,1.3202843999999998,103.8598528280828,0.24777518302059595 km
1157,1.3202962,103.7494402672973,1.6293774336794238 km
1158,1.32040565,103.88426278318003,0.46454165805884934 km
1159,1.3204087,103.94270349832748,0.852276747265502 km
1160,1.3204729,103.9114616,0.17682787318125132 km
1161,1.3204758,103.74001002925168,1.4244666361331628 km
1162,1.3204762,103.90134135724622,0.22326837876320288 km
1163,1.320557,103.90581527847776,0.30060540920682005 km
1164,1.3206093,103.86163979286084,0.08715329430932287 km
1165,1.32068995,103.85344925947489,0.8473496466369926 km
1166,1.3207203,103.7496771403982,1.6020011830185907 km
1167,1.32075915,103.73695659682002,1.4932830924371703 km
1168,1.3208015,103.86021022808282,0.2261159772502418 km
1169,1.3208052,103.73898743479084,1.4138351018722146 km
1170,1.32083755,103.85386860992884,0.8568164180392742 km
1171,1.32084115,103.82328416318288,0.31679091367741596 km
1172,1.32088815,103.91008931439444,0.3185677042133828 km
1173,1.3208976,103.88332482508592,0.49591036797931415 km
1174,1.32095,103.9011000997701,0.2694464100863729 km
1175,1.3209675,103.93979072485872,1.0028206453143929 km
1176,1.3209796,103.9360215,1.338679075945804 km
1177,1.32098275,103.8221611,0.4417470134510724 km
1178,1.3210132,103.8610318261878,0.16432087057901507 km
1179,1.32102525,103.9015066571163,0.23549220787600852 km
1180,1.32102935,103.94074842191765,0.9230795746734167 km
1181,1.3210368,103.9347053,1.4634118958155613 km
1182,1.32104245,103.85903800991451,0.35698105315123474 km
1183,1.3210796,103.841626256016,0.25475579965340855 km
1184,1.3211398,103.93625286222648,1.3074917815740699 km
1185,1.3211448,103.8136787,0.23440552802691494 km
1186,1.3211456,103.8216426,0.5020619669012267 km
1187,1.3211532,103.9470866,0.6722548375293737 km
1188,1.3211948,103.9575288940116,0.0957583540516198 km
1189,1.3211985,103.86682617446594,0.5339182103335406 km
1190,1.3212031,103.8369269,0.7723725296283875 km
1191,1.3212047,103.86864034002792,0.33207014195244877 km
1192,1.32125385,103.8522023,0.9365668344247385 km
1193,1.321301,103.86056912808284,0.22343295642359434 km
1194,1.3213073999999998,103.9641112684453,0.7774365483049306 km
1195,1.3214131,103.76595706413028,0.7014670498036183 km
1196,1.3214538999999998,103.860296619924,0.25735718583093936 km
1197,1.3215387,103.94164494283508,0.8149454599955149 km
1198,1.3215426,103.8354269,0.9426009321110465 km
1199,1.32157225,103.73692739888344,1.4125923301866528 km
1200,1.32158785,103.86469444895071,0.345910766939152 km
1201,1.3216557,103.7386216,1.3351116551601563 km
1202,1.3216926,103.8596186,0.33310066976871106 km
1203,1.3217043,103.83387726856996,0.8925340691016322 km
1204,1.3217506,103.86680736617852,0.5381907905500135 km
1205,1.3217917,103.9185926,0.6336978665020501 km
1206,1.3218405,103.7542096,1.4305758229815833 km
1207,1.3218594499999998,103.91210091429129,0.13089508345060877 km
1208,1.3218684,103.81043,0.5544669902534911 km
1209,1.3218963,103.94720145012712,0.5926995852676533 km
1210,1.3219091,103.7912914,1.1703122553731793 km
1211,1.3219293,103.9093401520955,0.4134253555299699 km
1212,1.3219458,103.8710313,0.0970190288930076 km
1213,1.32197235,103.94682484218706,0.579072004530595 km
1214,1.32198195,103.76606552864872,0.765380357673827 km
1215,1.3219967,103.7640848,0.7707086382040156 km
1216,1.32200655,103.80199138484112,0.7016784295271264 km
1217,1.32201645,103.8364502631857,0.8390915934284437 km
1218,1.32203725,103.93833085095972,1.0585276069923932 km
1219,1.32204335,103.8109697705242,0.4928895420408257 km
1220,1.3220706,103.80306634429073,0.6152299317332405 km
1221,1.3220793,103.85323423988096,1.0028085621711715 km
1222,1.3221137,103.93699174706737,1.1828309632509821 km
1223,1.3221442,103.81513968428956,0.038326698890797754 km
1224,1.3221528,103.94522262523984,0.5706174172311359 km
1225,1.32215775,103.85171528649909,0.8983325810914506 km
1226,1.32217075,103.73776996617468,1.314250860931156 km
1227,1.32217985,103.87160042796224,0.0971988141830482 km
1228,1.32220735,103.85495476023728,0.8287760562095939 km
1229,1.322285,103.8685954706985,0.35402363263124687 km
1230,1.3223178,103.786539,1.4909807615662884 km
1231,1.32238195,103.94808465,0.565385566130409 km
1232,1.3223863,103.814562,0.09164327387731622 km
1233,1.3224016,103.84819234766668,0.5321462396876664 km
1234,1.3224248,103.87003953414312,0.2155899368019963 km
1235,1.3225447,103.84206825232732,0.3039270404381717 km
1236,1.32258215,103.88436014921784,0.49074964329704646 km
1237,1.3225892,103.9498234,0.6387872504673593 km
1238,1.3225939,103.8235495,0.3924574304227649 km
1239,1.3225998,103.83573811602524,0.9311814575153371 km
1240,1.322605,103.73769846049242,1.2731871758723534 km
1241,1.3226542,103.87061480977246,0.1869909178564273 km
1242,1.3226816,103.73880867083784,1.2208256425821014 km
1243,1.3227188,103.7940751,0.9535348771579004 km
1244,1.3227281,103.8834832,0.459481856032706 km
1245,1.32272955,103.8683187988371,0.4001740886742693 km
1246,1.32274445,103.88329689756095,0.4569577210713978 km
1247,1.32275645,103.94085246886004,0.7836924397087288 km
1248,1.32278185,103.73978960230096,1.1799507864590695 km
1249,1.32280345,103.8483384598882,0.5661195471226441 km
1250,1.3228103999999998,103.93905107774586,0.9454118773533892 km
1251,1.32282485,103.93280059318386,1.525352237458378 km
1252,1.3228277,103.93616721822951,1.2313672356836516 km
1253,1.322867,103.8556658,0.7810350865734528 km
1254,1.3228693,103.91168582306145,0.24642965360482416 km
1255,1.3228973000000002,103.8565282174262,0.6963944313482687 km
1256,1.32290705,103.75469046606447,1.4518550399120846 km
1257,1.3229285,103.86602064317196,0.5515744884019851 km
1258,1.3230308000000002,103.85101,0.8492937273255767 km
1259,1.3230565,103.88769480968516,0.385853617581985 km
1260,1.3230783,103.73790986148292,1.2158100125282136 km
1261,1.3230833,103.7712763,1.1111524960788022 km
1262,1.3231351999999998,103.8373582721804,0.778978009269031 km
1263,1.3231524,103.9078295,0.6157386984756587 km
1264,1.32316575,103.90349030026954,0.3751430092709127 km
1265,1.3231938,103.8388908,0.6279205461313235 km
1266,1.32321315,103.77108632181287,1.1099440466842092 km
1267,1.3232509499999998,103.8818080713362,0.43173842242600047 km
1268,1.3232574,103.77029142644544,1.0641968501775618 km
1269,1.323258,103.85292795,1.0598146452367 km
1270,1.32329165,103.86625007702727,0.5963157107966417 km
1271,1.3233131,103.84296299566329,0.33179708247386736 km
1272,1.32335755,103.85039371043337,0.7989534968748911 km
1273,1.32342545,103.86894490158438,0.37945257553410633 km
1274,1.3234362,103.942265,0.6152857655506642 km
1275,1.32344785,103.94498453481926,0.44047448111756904 km
1276,1.3234586,103.807947,0.3598065623748821 km
1277,1.32355145,103.8481098,0.5879069547624292 km
1278,1.3235521,103.84138353922172,0.43843165821939034 km
1279,1.3235605,103.8907622,0.32944437701499135 km
1280,1.32357955,103.85990889225864,0.46788924899141376 km
1281,1.3236049,103.88220048517502,0.3800826384737316 km
1282,1.3236144,103.9467758,0.39792230699677855 km
1283,1.323632,103.9116591440186,0.32067987993376096 km
1284,1.3236515,103.86830333911074,0.45166852055739204 km
1285,1.3236788,103.91087615823048,0.37204890568604626 km
1286,1.3236968,103.805995,0.3043402822188438 km
1287,1.3237191,103.9062299,0.5487706399280878 km
1288,1.323722,103.73945944875888,1.0892339155767743 km
1289,1.3237417,103.87024856757392,0.31018287351600254 km
1290,1.323762,103.86309478997372,0.43828631846804805 km
1291,1.3237658,103.8553635,0.8562669514489981 km
1292,1.3238598,103.73877223955417,1.0994789679788308 km
1293,1.3238895,103.86787005033688,0.5062877543860568 km
1294,1.3238952,103.94245397036268,0.5660181801223548 km
1295,1.3239124,103.9362046521052,1.1855756142442258 km
1296,1.32392005,103.77054803625042,1.141506798374003 km
1297,1.3239947,103.85662532781924,0.7522558227239762 km
1298,1.3240878,103.93479470309931,1.3307235232839636 km
1299,1.3240944,103.88727363032194,0.320098591072806 km
1300,1.3241162,103.84904828915614,0.709222867132923 km
1301,1.3241738,103.86459275186952,0.5469182032906768 km
1302,1.32419615,103.93980599990168,0.7997241988336835 km
1303,1.3242171,103.800479,0.7169856145370223 km
1304,1.3242594,103.83933812779868,0.6539891795962918 km
1305,1.3242728,103.92241798575124,1.112961306460031 km
1306,1.3243306,103.8681608814266,0.510528517105062 km
1307,1.32436695,103.86644620534877,0.6684293150985513 km
1308,1.3244152,103.85823245,0.6524376501607853 km
1309,1.3244284,103.9067551,0.6465764977080093 km
1310,1.32447465,103.95398884766334,0.5738291875604389 km
1311,1.3244857,103.7955182,0.721326429061437 km
1312,1.3244985,103.8634934,0.528986518744404 km
1313,1.3245323999999998,103.88796880606496,0.2321734794563339 km
1314,1.32456165,103.84846077120685,0.6882779505033623 km
1315,1.3245794,103.9136468,0.39922464578715827 km
1316,1.3246522,103.91088063163224,0.4611205620371338 km
1317,1.3246722000000002,103.9397959161168,0.7804772836545252 km
1318,1.32476135,103.9021193492959,0.5640254570597045 km
1319,1.32477,103.8037435809533,0.3599992908179502 km
1320,1.3247753,103.9173427,0.6402948030258687 km
1321,1.3247865,103.908519,0.6439999129409222 km
1322,1.3248111,103.8091061,0.33407052301327583 km
1323,1.3248308,103.8117865,0.4831602300092123 km
1324,1.3248322,103.93355969492296,1.310412757684963 km
1325,1.3248408500000002,103.94257963774744,0.49320816191069317 km
1326,1.3249096,103.85559309602272,0.9048855343486097 km
1327,1.3249297,103.7718870922494,1.3163389335504014 km
1328,1.3249327,103.7876454,1.2212990934714358 km
1329,1.32496145,103.86453252274028,0.6200928352474501 km
1330,1.3249924,103.88656617924826,0.32994326592742573 km
1331,1.32503235,103.90318403065037,0.5804040777144618 km
1332,1.3250772,103.7964409,0.6412719471078718 km
1333,1.3250826,103.85483290795464,0.9843803670650313 km
1334,1.3250891,103.9081417,0.6976735004440894 km
1335,1.32511765,103.8856878416766,0.3340531821437183 km
1336,1.3251396,103.920696930352,0.9743662516787704 km
1337,1.3251650499999998,103.88812302305745,0.17024656435343777 km
1338,1.3252068,103.8084772,0.2515325483296104 km
1339,1.3252225000000002,103.88678294814756,0.2981695273652123 km
1340,1.3252333,103.90986402281456,0.5770411264410374 km
1341,1.3252767,103.9326308,1.253713752970859 km
1342,1.3252825,103.7921575,0.8120373091884004 km
1343,1.3253011,103.9232041,1.1950053844747022 km
1344,1.32536735,103.8524537886167,0.973887459724197 km
1345,1.3254079,103.8585652,0.7185073164576571 km
1346,1.3255018,103.7846328,1.1595297817482058 km
1347,1.32553535,103.84836522390164,0.7566906705179776 km
1348,1.3255401999999998,103.9210507340134,1.030045155740577 km
1349,1.3255434,103.85324722870422,1.0112809803133593 km
1350,1.3255559,103.8793088,0.4620291268997892 km
1351,1.3256594,103.7831548,1.1316698733057446 km
1352,1.3257005,103.948629,0.30238204335446905 km
1353,1.3257037500000002,103.94518743974132,0.20882792494028765 km
1354,1.3257138,103.85822188168368,0.7677372688229316 km
1355,1.3257589,103.88576154933332,0.30587312147013973 km
1356,1.3257617000000002,103.85715112549738,0.8438124360464523 km
1357,1.3257831,103.90975001517054,0.6339911837997361 km
1358,1.3257934,103.9021712702876,0.5666660571705631 km
1359,1.3258043000000002,103.9005447355802,0.48386378491647053 km
1360,1.3258128,103.838797,0.8161116613166626 km
1361,1.32592175,103.8465512,0.6777265624891342 km
1362,1.325923,103.7961083,0.5528374327268958 km
1363,1.32594485,103.92218540126314,1.0795694321985165 km
1364,1.3259815,103.7937764,0.6419398711375364 km
1365,1.32598955,103.89968910027814,0.44360429972007853 km
1366,1.3260123,103.8500626,0.7851994321263621 km
1367,1.32601375,103.85165553512012,0.865309127024751 km
1368,1.3260235,103.92822011785796,1.252737275164199 km
1369,1.3260597,103.85673135156324,0.8992674522753369 km
1370,1.3260908,103.85826130493584,0.8004181074887212 km
1371,1.3261009,103.9192628,0.8984957816229778 km
1372,1.326123,103.88606316170242,0.3242473021002209 km
1373,1.32616425,103.90216178147097,0.5330912903212794 km
1374,1.32619875,103.86401838880744,0.7258575392117135 km
1375,1.32622095,103.94081436470655,0.6251045255048125 km
1376,1.32629905,103.8625687339116,0.7055391542513972 km
1377,1.32638315,103.9030432480179,0.5814536509229182 km
1378,1.3264195,103.94183590455032,0.5093426262528022 km
1379,1.3264428,103.8203619,0.7126361129284439 km
1380,1.3264601,103.90197973333996,0.49484054634491265 km
1381,1.326471,103.8463083,0.6937928470267145 km
1382,1.3264778,103.88553633749166,0.2585143307993008 km
1383,1.3264956,103.90047830801,0.4090976047224629 km
1384,1.32651685,103.88661848990428,0.3010112164438334 km
1385,1.3265666500000002,103.94789688797736,0.18547228262273216 km
1386,1.3265711,103.8882676,0.12381779047514825 km
1387,1.32659715,103.90352306189608,0.6066867455807318 km
1388,1.3266363499999998,103.88614915377316,0.32401546379465407 km
1389,1.3266601,103.8877053317863,0.18606146984208433 km
1390,1.3266751499999998,103.94124850557638,0.5704068385340811 km
1391,1.3267108,103.8000388,0.5759746978429985 km
1392,1.32674975,103.86194504118292,0.7531293399070548 km
1393,1.32675935,103.90309105549775,0.5579700267353706 km
1394,1.3267727,103.8495967225585,0.6882651207084182 km
1395,1.3268057,103.72108565206392,1.92996908763728 km
1396,1.3268387499999998,103.86408945240626,0.7723041182632622 km
1397,1.3268791,103.845914606262,0.6599173157518344 km
1398,1.32691215,103.85649051769732,0.9887402993032104 km
1399,1.32693395,103.941657955501,0.5227722217461469 km
1400,1.3269579500000002,103.93576200668566,1.1369548436457395 km
1401,1.3269813,103.90412244523309,0.6374859267022991 km
1402,1.3270263,103.904818621898,0.702530831993542 km
1403,1.3270611,103.7206635,1.9019340002773284 km
1404,1.3270739,103.8661182485928,0.5974584120657638 km
1405,1.3270767,103.85709926463171,0.9626584461871708 km
1406,1.3270894,103.8682183,0.4910498967950671 km
1407,1.3271094,103.7964042,0.4182196324806153 km
1408,1.3271261,103.8413274,0.7897820068386636 km
1409,1.32713885,103.860468722052,0.8153430987316638 km
1410,1.32716875,103.84194460410724,0.7728349467359676 km
1411,1.3271739,103.8569471355527,0.9811951885994977 km
1412,1.327212,103.90385838129563,0.5991613064789204 km
1413,1.3272326,103.9535176,0.7978524048586965 km
1414,1.3272661,103.84373171491929,0.7264748826195647 km
1415,1.32729355,103.86404560803504,0.7444798168353928 km
1416,1.3273381,103.8515334,0.7372780130714501 km
1417,1.3273414,103.9498673,0.3919660067870737 km
1418,1.32734425,103.72372733102868,1.895742937997289 km
1419,1.32735985,103.923869565,1.0469908817019946 km
1420,1.3273604,103.8445151,0.6707767447478361 km
1421,1.3273709,103.85292972948056,0.8384082061028875 km
1422,1.3273967,103.72199165908444,1.8681660600760532 km
1423,1.3274959000000002,103.84989600711845,0.6270312027237929 km
1424,1.32749845,103.944574309318,0.2004357266659326 km
1425,1.32753285,103.93808269444034,0.9207044477723397 km
1426,1.3275461,103.7936902,0.5120859567224175 km
1427,1.3275507,103.92353911934822,1.0076272782301237 km
1428,1.32755915,103.86726377075814,0.48262509008051835 km
1429,1.32756465,103.93579205446534,1.0754709571822354 km
1430,1.32762525,103.8598685558642,0.8839211287645259 km
1431,1.32763395,103.84760650290052,0.5524800539172382 km
1432,1.32764525,103.86073818609204,0.8645213088197362 km
1433,1.3276482,103.84815613436356,0.55556966614839 km
1434,1.32767125,103.84170535697166,0.8336008870812431 km
1435,1.3277188,103.9340931,1.0044288267649704 km
1436,1.3277879,103.906278221509,0.8211610559947948 km
1437,1.327839,103.94564371237811,0.1065220358849097 km
1438,1.3278481,103.844253,0.640513171991939 km
1439,1.32784845,103.8601104805071,0.9008387263227519 km
1440,1.327859,103.85338665962183,0.8408898187205041 km
1441,1.3278628499999998,103.85508375937604,0.9948328900872585 km
1442,1.32786405,103.93185179261482,0.9677806064961496 km
1443,1.32797555,103.8861329141408,0.3433346621913081 km
1444,1.32797585,103.92323441126848,0.9497028008839115 km
1445,1.3279822499999998,103.90734841480142,0.782210124786961 km
1446,1.32800235,103.86254830840365,0.8453415613998068 km
1447,1.32808805,103.84235904199498,0.7614261375790188 km
1448,1.3281216,103.90452363582888,0.6240804518852091 km
1449,1.3281235,103.7248259,1.7954122651002071 km
1450,1.3281288,103.8555040608502,1.0201372842466105 km
1451,1.3281476,103.8602173,0.93030238119316 km
1452,1.3281545,103.9388661968753,0.8395551380531712 km
1453,1.32815925,103.84938301011148,0.5367668680368031 km
1454,1.3281733,103.90349645382535,0.5152258299346311 km
1455,1.32818965,103.9465343558672,0.11274715460312253 km
1456,1.3282009,103.88650377274,0.384914692176707 km
1457,1.3282246,103.90410920306168,0.5767920689156926 km
1458,1.3282254,103.84154282973871,0.8227906158038449 km
1459,1.3282576,103.8607271242081,0.931520012067651 km
1460,1.3282651,103.8569288,1.0828964013616194 km
1461,1.32829915,103.8613772552474,0.9274101650823191 km
1462,1.328328,103.72477,1.7786674372137825 km
1463,1.32835865,103.85499481935832,0.9582818767068769 km
1464,1.32837265,103.85402941639364,0.8655696091069289 km
1465,1.32838355,103.9275229615746,1.0497419856688517 km
1466,1.3283845,103.90860021278436,0.7280677401146133 km
1467,1.32838715,103.85098861670636,0.6087490811817716 km
1468,1.328442,103.8481280542363,0.46821766185618563 km
1469,1.32850995,103.7892708419275,0.8885738835912615 km
1470,1.3285555,103.9033912956888,0.4893121383620133 km
1471,1.3286453,103.9164016,0.6966172760964329 km
1472,1.328653,103.86518270133902,0.5543352784674201 km
1473,1.328667,103.94196030658946,0.51505206246015 km
1474,1.3287081500000002,103.93412070718016,0.8983715957072822 km
1475,1.32871375,103.93650958797274,0.9941217963533344 km
1476,1.3287195,103.93000766161026,0.9067774882750655 km
1477,1.3287316,103.92471467445068,1.0018668800669053 km
1478,1.328739,103.84453365993072,0.5423898068192496 km
1479,1.3287735,103.80561531355102,0.28303631003551927 km
1480,1.32877755,103.86459214732032,0.6038678765876023 km
1481,1.32878135,103.92212562517564,0.8046468792987244 km
1482,1.32882275,103.95165678362692,0.6178064830727875 km
1483,1.3288481,103.86903884851766,0.2820769734757669 km
1484,1.3288928,103.8871562,0.38576266765613687 km
1485,1.32890315,103.86941062308128,0.2737158005475982 km
1486,1.32893185,103.90696738651695,0.6877203374832033 km
1487,1.328975,103.94437047187644,0.2958711762010214 km
1488,1.3290846,103.94573197882173,0.22073296988030894 km
1489,1.3291434,103.9035045321431,0.48486719541610046 km
1490,1.3291535,103.8160679,0.7520501705378202 km
1491,1.3292195,103.8727119,0.44252577624294587 km
1492,1.3292654,103.88833,0.3609308659324596 km
1493,1.3292661,103.81093081688778,0.5821276403999256 km
1494,1.3292988,103.8401033,0.8787419412953995 km
1495,1.3293218,103.93109043474324,0.8156527287313916 km
1496,1.3293495,103.93396337817384,0.8253264590085365 km
1497,1.3293565,103.9482506,0.3199036194215916 km
1498,1.3293584,103.8688971,0.22928025501596033 km
1499,1.32937645,103.88806363366714,0.3822970057770993 km
1500,1.3293913000000002,103.9210537498026,0.6835290652529334 km
1501,1.3293925,103.91174430354128,0.7166925162109611 km
1502,1.32941615,103.9148864008868,0.6820770083056631 km
1503,1.32946495,103.93609535446964,0.8991258807508926 km
1504,1.3294757,103.8892932152119,0.36771229665738137 km
1505,1.3294804,103.90234809805258,0.3516504583214023 km
1506,1.3295080499999998,103.92774516287584,0.9305617189317289 km
1507,1.32951085,103.76599463220242,1.5941885726637344 km
1508,1.3295124,103.9404260619816,0.7074858837260504 km
1509,1.329537,103.9478841,0.31097848112210635 km
1510,1.32956515,103.86824104469466,0.23620332386870063 km
1511,1.3295936,103.8694977,0.19788324575000077 km
1512,1.3296381,103.88722630661763,0.44936473614845707 km
1513,1.32970335,103.90568292831622,0.6589949411986342 km
1514,1.32977185,103.92899194195202,0.8376144461782918 km
1515,1.32979465,103.88622214073106,0.4622712281118829 km
1516,1.32985835,103.86924718328314,0.1685427949873612 km
1517,1.3299262,103.79580020345723,0.16054754469023985 km
1518,1.32993315,103.91232215060484,0.7033301508281861 km
1519,1.3299411,103.8431358,0.569638011236552 km
1520,1.3299811,103.92392410902852,0.8455765405816922 km
1521,1.3300231500000002,103.92991755,0.7724148500871147 km
1522,1.33002325,103.92500222837182,0.9398388579054 km
1523,1.3300973,103.9010705,0.20565143522471507 km
1524,1.3301905,103.86839715220862,0.16973846511586288 km
1525,1.3301951,103.8102275,0.5869284740033892 km
1526,1.33023265,103.72186269712633,1.5543037957447592 km
1527,1.33027615,103.93109075,0.7116039342558611 km
1528,1.33034395,103.91375190510742,0.6765718509741162 km
1529,1.330403,103.7949393,0.22466357533704032 km
1530,1.33040515,103.94625253291744,0.3559749668486166 km
1531,1.3304264,103.8114157,0.7017308627226351 km
1532,1.33043865,103.85889032862217,1.1701807861885367 km
1533,1.3304485,103.92820469232494,0.8154722229394684 km
1534,1.33059935,103.92263093651664,0.6913361717534598 km
1535,1.3306509,103.7670572,1.489937999228665 km
1536,1.3306742,103.7976777,0.08815441906413882 km
1537,1.3307039,103.8455849,0.3014215267655385 km
1538,1.3307095,103.8683907,0.131100700147655 km
1539,1.3307136000000002,103.72228434533852,1.5051471442487412 km
1540,1.3307348,103.7977485,0.09464806188728354 km
1541,1.3307391000000002,103.90551114859002,0.5711781074538282 km
1542,1.3307918,103.7577266,1.7380604759295024 km
1543,1.3308022,103.92563099195786,0.9566207777818148 km
1544,1.33084395,103.88753277611656,0.48466742780892724 km
1545,1.33095095,103.856157997624,0.9810140399539949 km
1546,1.3310043,103.8073633,0.5179826508101387 km
1547,1.33102305,103.9300618945652,0.6631887262693626 km
1548,1.331026,103.93823329489688,0.9091885738461607 km
1549,1.33104865,103.90437258648484,0.5848814222787878 km
1550,1.33105705,103.91524226298516,0.5086788395727003 km
1551,1.3310976,103.79685463240438,0.02716161738301841 km
1552,1.3311755,103.7872441,0.6864001426217317 km
1553,1.33117575,103.86782162395156,0.1730525105290903 km
1554,1.33119695,103.93120255038214,0.6092325052035913 km
1555,1.33120515,103.72226979883428,1.4509046385941613 km
1556,1.3312167499999998,103.8869487531579,0.4626440297621103 km
1557,1.3312865500000002,103.8552540361016,0.8753820287742102 km
1558,1.3313147,103.9366634,0.7651720366058077 km
1559,1.3313173,103.806937,0.54630395986484 km
1560,1.3313502,103.9096332,0.4207612777342611 km
1561,1.3313793,103.9427655,0.6114509676087131 km
1562,1.3314346,103.86703766062728,0.2589225576588115 km
1563,1.3314357,103.88741163701457,0.42396756417345205 km
1564,1.3314525499999998,103.92773571499971,0.7587044444947967 km
1565,1.331475,103.84112219924508,0.646974862461036 km
