,lat_x,lng_x,distance
2331,1.3518667,103.94711710194164,0.963629101839403 km
2332,1.3518738,103.8315084,0.320901656489166 km
2333,1.3518919,103.9611685,0.868790683534928 km
2334,1.3519289,103.74714012483932,0.41884220817173934 km
2335,1.35193,103.88302286686852,0.9400331762112937 km
2336,1.3519689499999998,103.93443682797768,0.8410815893544735 km
2337,1.35200965,103.74122046968948,0.9854001218725118 km
2338,1.3520561,103.7584789275562,1.038952633162813 km
2339,1.35213075,103.9359758050173,0.7810996402901604 km
2340,1.3521339,103.9644118,1.176977988266998 km
2341,1.3521382,103.6977601080126,1.6097359533404345 km
2342,1.3521534,103.92794202848162,1.3794636093493138 km
2343,1.35216195,103.95170789233066,0.5519101765714796 km
2344,1.352183,103.93139689009196,1.0758373812305857 km
2345,1.35218615,103.94690439346832,0.9675809975511875 km
2346,1.3522041,103.72499876147307,0.9873732248812391 km
2347,1.3522389,103.715901,1.0460309339588754 km
2348,1.3522606,103.94985521800552,0.6868902132616888 km
2349,1.35226935,103.70308854521645,1.5469110836766902 km
2350,1.35227625,103.7043143352376,1.5242985066326926 km
2351,1.352283,103.8354523,0.36936094728172747 km
2352,1.35229245,103.8784021561034,0.6529057392550279 km
2353,1.3523019,103.88158307576512,0.9533272867842008 km
2354,1.3523302,103.95349233821358,0.4454788739638715 km
2355,1.3523793,103.6967058924398,1.6370903598657387 km
2356,1.352388,103.71698621290469,1.0012164573971991 km
2357,1.35239225,103.74139045987091,0.9827841633010759 km
2358,1.35239875,103.72018824435185,0.9040134088591341 km
2359,1.35244245,103.95261286175057,0.47166439108208047 km
2360,1.3524637,103.851786788895,0.32071447004720255 km
2361,1.35246635,103.75839532936224,1.0009756951208046 km
2362,1.3524681,103.8732755,0.21045504066237533 km
2363,1.35247875,103.93601601464675,0.8157588632094338 km
2364,1.3524812000000002,103.7258053557511,1.057662343009507 km
2365,1.3524815,103.6990818559336,1.6585658998524833 km
2366,1.35248415,103.8801562885663,0.8469168801635418 km
2367,1.3524952,103.8890035,0.956055370039431 km
2368,1.35249535,103.88374515,0.8622380466871356 km
2369,1.3524959,103.7562579107609,0.8373432089917495 km
2370,1.35251065,103.86248023660244,0.28120610110971755 km
2371,1.35251665,103.75360894426125,0.5922403766561755 km
2372,1.3525743,103.86811868277891,0.38562776217157824 km
2373,1.35258045,103.83922542690792,0.42884199227577974 km
2374,1.3525864,103.95960750366838,0.682060190893413 km
2375,1.3526158,103.85088456895812,0.24154986384504742 km
2376,1.3526463,103.9520751,0.4845589217521118 km
2377,1.35264895,103.87977330799944,0.8104440859860907 km
2378,1.3526691,103.9694392,1.498834962353159 km
2379,1.3526859999999998,103.71641292907864,1.0597650553002365 km
2380,1.3527087999999998,103.86969435,0.41223668560522997 km
2381,1.35273785,103.70429206727948,1.5752433368783165 km
2382,1.3527591,103.95916099860328,0.6307241948558507 km
2383,1.35275965,103.96027230046543,0.7332568806110988 km
2384,1.35278025,103.74476735134868,0.675950977967594 km
2385,1.3527852,103.7847885,1.6550651702765224 km
2386,1.3527934,103.88259106222768,0.8618354524790464 km
2387,1.352804,103.71799269307364,1.0004954182621828 km
2388,1.3528121,103.72601074057914,1.100794065961584 km
2389,1.3528165,103.759784,1.0963092089019761 km
2390,1.35282145,103.86864658170438,0.44994167719023886 km
2391,1.352862,103.9485369,0.772025232764488 km
2392,1.3528894,103.95144455647755,0.5092574628801201 km
2393,1.35291835,103.94652773364533,0.9720756218018826 km
2394,1.3529237,103.95044668223495,0.5897180779048284 km
2395,1.3529523,103.7234496,1.0007182459040334 km
2396,1.35295305,103.94936484227732,0.687131689638715 km
2397,1.3529836,103.93792727936916,0.8277516472035692 km
2398,1.353012,103.835773,0.35560411727161967 km
2399,1.3530402,103.93650438308076,0.8594117728155998 km
2400,1.35308205,103.71637489716188,1.1004200112947566 km
2401,1.35314615,103.93210386185248,1.0994150599177748 km
2402,1.35318235,103.88902272068492,0.8902688928522321 km
2403,1.3531830500000002,103.71918097138004,1.0061911231341996 km
2404,1.3531895500000002,103.87304540947436,0.2842594621805617 km
2405,1.3532158,103.8784193181915,0.6903350622649826 km
2406,1.3532287,103.8895246,0.9148754540948516 km
2407,1.3532385,103.8689351823913,0.49615970752375876 km
2408,1.35323995,103.83550650966735,0.31806545673303416 km
2409,1.35325535,103.9350316776864,0.9360054252778273 km
2410,1.3533064,103.951144,0.5026575775053203 km
2411,1.35331075,103.93681488575162,0.8806802534708162 km
2412,1.3533168,103.7896255,2.0536231920490144 km
2413,1.35333925,103.75879009118066,0.9729363975140353 km
2414,1.3533716,103.95960185628164,0.6346872637141395 km
2415,1.35340035,103.88627080646336,0.7614874781529302 km
2416,1.3534262,103.71586540282748,1.160847376560289 km
2417,1.3534286,103.83557399679276,0.31715871907795373 km
2418,1.3534384,103.8360075,0.3625071433118724 km
2419,1.35344525,103.93553981050346,0.9342517986172425 km
2420,1.35345815,103.95721586505216,0.416986754443653 km
2421,1.3534827,103.88851435566232,0.8340590619023799 km
2422,1.3535176,103.8724479,0.32092534720849913 km
2423,1.35355965,103.92872486684811,1.3998030148609344 km
2424,1.3535707,103.70278804687236,1.69463198886692 km
2425,1.3536312,103.72646420851196,1.204437180723984 km
2426,1.3536596,103.7179151718472,1.0929197367472336 km
2427,1.3536728,103.83196341463608,0.13262720336275233 km
2428,1.3539066,103.95055316070112,0.5197422743982583 km
2429,1.35392695,103.87631630256716,0.5368668093861837 km
2430,1.3539683,103.94963666639516,0.6081013385363365 km
2431,1.3539963,103.75283980208428,0.523514978869625 km
2432,1.3540132,103.94664847916528,0.9208090502783398 km
2433,1.3540412,103.8436266,0.6836180638359625 km
2434,1.35404925,103.9540926950102,0.2444299048802272 km
2435,1.3540633,103.75235096000152,0.506774144800037 km
2436,1.35409055,103.7172639508458,1.1618957836582333 km
2437,1.35416435,103.96187013002223,0.8358624362473217 km
2438,1.35422515,103.86990407518348,0.5094692383088597 km
2439,1.3542732,103.937899725,0.9702471820574966 km
2440,1.35429035,103.71952951229711,1.1203969281970887 km
2441,1.35430215,103.72245365567184,1.1230599434452342 km
2442,1.3543059999999998,103.93345162550156,1.1192229993864204 km
2443,1.35431745,103.95178508175884,0.3788075337461958 km
2444,1.35436065,103.72119733498408,1.1173177551813476 km
2445,1.3543997,103.8312702,0.18121716540199617 km
2446,1.3544038,103.8653864,0.3239928731926967 km
2447,1.35440535,103.75129193577447,0.46840788678984 km
2448,1.3544146,103.932649473943,1.1760848287538193 km
2449,1.35444035,103.95252414054326,0.30438431404217875 km
2450,1.35451645,103.96138214424742,0.7734440412294923 km
2451,1.35453185,103.9337301212664,1.1262339350911028 km
2452,1.3545573,103.8613918,0.506804787389133 km
2453,1.3545847,103.7022499,1.8173402278327215 km
2454,1.35459335,103.95010885670364,0.5337499797519031 km
2455,1.3545943,103.8857124,0.6217370255696553 km
2456,1.3546359,103.8657669,0.3593589273751192 km
2457,1.3546504,103.8726999,0.4442273397698143 km
2458,1.35465585,103.95316403018565,0.2358212493448487 km
2459,1.3546685,103.93807390735746,1.0129196729551049 km
2460,1.3547095,103.87831925,0.7643852653014436 km
2461,1.3547738,103.8776410481042,0.7093978079292002 km
2462,1.35478025,103.8477045384001,0.4150671822547052 km
2463,1.3547877499999998,103.75089940908131,0.43430500983810016 km
2464,1.35491165,103.96189038479493,0.8198079626588775 km
2465,1.3549663,103.8679237,0.5139810146246079 km
2466,1.35497695,103.96740285366717,1.4273077728662142 km
2467,1.3549823,103.75038693108402,0.4306524676767407 km
2468,1.35502525,103.87003775369509,0.5730458712668569 km
2469,1.3550445,103.93650194878953,1.0754700814275644 km
2470,1.35504845,103.9380738486492,1.0549007479148262 km
2471,1.3550559,103.93729209742703,1.062616413333421 km
2472,1.3550935,103.87206759172636,0.4993372361984237 km
2473,1.35510045,103.93401968015228,1.1683335964935972 km
2474,1.3551379,103.73794458908488,1.458934148964388 km
2475,1.35514045,103.73705548890702,1.4985303878262455 km
2476,1.35516795,103.92965066839812,1.4475292423795072 km
2477,1.35529075,103.88783487846796,0.622262910146785 km
2478,1.35539535,103.95322139402808,0.18022170722785721 km
2479,1.3554435,103.9378908,1.0994904293676095 km
2480,1.3554465,103.93590134232517,1.1338177276222747 km
2481,1.35548935,103.75117526396218,0.35197428638137185 km
2482,1.35548985,103.75253356400115,0.3549427003352517 km
2483,1.3554955,103.9304803,1.4148963375120742 km
2484,1.3555082,103.84864209151976,0.4668774937027607 km
2485,1.35551535,103.9619948488222,0.822531409243558 km
2486,1.3555426,103.8802545,0.7412388882328171 km
2487,1.3555928,103.84792560404412,0.49186849328510857 km
2488,1.3556205,103.95464435244556,0.06314594807032746 km
2489,1.355623,103.73774618189812,1.5037904682369996 km
2490,1.3556992,103.8899771,0.7377318458309464 km
2491,1.35570435,103.88853689702628,0.6278003274717717 km
2492,1.3557273,103.8820821,0.5937283187237248 km
2493,1.3557437,103.8713719,0.586126966863649 km
2494,1.3557478,103.859343,0.7667091242090571 km
2495,1.3557844,103.9626695157531,0.8953414603587453 km
2496,1.3558769,103.74983850198127,0.3723566275372369 km
2497,1.3558838,103.9655699,1.2174641574837068 km
2498,1.3558844,103.859296,0.7800963342054799 km
2499,1.3558898,103.8853816,0.475604817715339 km
2500,1.3559008,103.9472132867838,0.8265169069200541 km
2501,1.3559282499999998,103.84516399580886,0.6752330873132067 km
2502,1.35592875,103.94520047932043,1.0502959165094687 km
2503,1.3559533,103.94917162659078,0.6085211393164809 km
2504,1.35596235,103.7411049879584,1.2139880784360007 km
2505,1.3559794,103.8835253,0.49498784100028154 km
2506,1.3560099,103.8879805,0.5637570107330049 km
2507,1.3560237,103.8289716,0.47177130169198706 km
2508,1.35607965,103.76083147312453,1.0086002901813156 km
2509,1.3560851,103.84347035831968,0.8223561856096575 km
2510,1.356097,103.95943108009249,0.5339106921601305 km
2511,1.35611025,103.93169200052458,1.3913854418265565 km
2512,1.35611815,103.9576315506326,0.33364004883788706 km
2513,1.35612865,103.8448870863424,0.7122201295431865 km
2514,1.35615845,103.76155292226258,0.9455238400775947 km
2515,1.35619605,103.9395944749328,1.1880266076136747 km
2516,1.35619795,103.9400051164559,1.194054360057013 km
2517,1.3562178,103.9348395702115,1.249311902621221 km
2518,1.3562181999999998,103.93545296251392,1.2291810635388465 km
2519,1.3562233,103.8322278,0.21328023143654717 km
2520,1.3562601,103.7503122,0.30771639543996787 km
2521,1.35635915,103.9386619,1.199318195570322 km
2522,1.3563672,103.93928669819589,1.2036675211938757 km
2523,1.3563844,103.887314,0.4885912733544095 km
2524,1.35639285,103.93403916780636,1.2985474813818874 km
2525,1.3564042500000002,103.9680377591946,1.491818465421925 km
2526,1.35644755,103.84281325907892,0.904312661767754 km
2527,1.3564943,103.84806592328592,0.5849611188346007 km
2528,1.3564968,103.8463444,0.6519311023654 km
2529,1.35650195,103.964305628159,1.0768369728785065 km
2530,1.3565805,103.9326163,1.384429480063624 km
2531,1.35660715,103.8422612080831,0.928876542840459 km
2532,1.3566185,103.82117813877406,1.3268714364615726 km
2533,1.35665565,103.84490823113958,0.7552844021261651 km
2534,1.35666975,103.73891835503096,1.4485688645717851 km
2535,1.3567049,103.93958752792209,1.2438960454943717 km
2536,1.3567113,103.8839144,0.40426904566775573 km
2537,1.35673585,103.8433771625958,0.8778032681126356 km
2538,1.35674975,103.7518970836756,0.20621167297027534 km
2539,1.3567567,103.8599706,0.7900444527895688 km
2540,1.35677175,103.96626549882924,1.2959899171278801 km
2541,1.3568431,103.9304835395196,1.5337474734688419 km
2542,1.3568517,103.93121698022168,1.488936582378355 km
2543,1.3569036,103.84263926090826,0.9514190270119195 km
2544,1.3569258,103.84513317022387,0.7639824628620356 km
2545,1.3569371,103.9651675,1.1751017808510562 km
2546,1.3569588,103.93866925772068,1.265627205767986 km
2547,1.3569677,103.8386009,0.6944928697167388 km
2548,1.3569835499999998,103.93407641448196,1.3577830764221324 km
2549,1.3570264,103.7604616514405,0.9722227955735312 km
2550,1.35705075,103.9510901,0.4057287307762818 km
2551,1.357072,103.84884709523428,0.6373267213253881 km
2552,1.35707895,103.94759876235575,0.7891178931433488 km
2553,1.3570811,103.8616551,0.7071314441119797 km
2554,1.35708555,103.75863790855068,0.7804519013767366 km
2555,1.35709885,103.96007536824314,0.6137663566225372 km
2556,1.3571678,103.8781668,0.8367794750967716 km
2557,1.3572264,103.8603044,0.8051300055312959 km
2558,1.3572264500000002,103.8496611717976,0.6561352932636499 km
2559,1.3572912,103.7615246,0.8616644463261811 km
2560,1.35731545,103.84581315505883,0.7597453351932031 km
2561,1.3573933,103.74974283079666,0.2647610712810752 km
2562,1.35740405,103.83108505095446,0.38712140942475415 km
2563,1.3574062,103.84353077762069,0.9182831742627945 km
2564,1.35752675,103.84878858291088,0.6878892991079849 km
2565,1.35755485,103.93761693557852,1.334395706257574 km
2566,1.3575557,103.8619918,0.7363911196270312 km
2567,1.3577306999999998,103.94435326097546,1.1567687360626595 km
2568,1.3577505,103.96188606742564,0.8252267077181645 km
2569,1.3577558,103.759279,0.8386932151367412 km
2570,1.3577742499999998,103.8707064,0.8223472480166575 km
2571,1.3577902,103.8683301,0.7951412148550352 km
2572,1.3578152,103.88106448575482,0.5162617366717286 km
2573,1.3578197,103.8788842,0.7356529506766247 km
2574,1.35783295,103.84540235810834,0.832079719324032 km
2575,1.35785365,103.93884363212943,1.3650615398919503 km
2576,1.3578738,103.9695628,1.6717339928339003 km
2577,1.35789135,103.84891080280806,0.7275389012284125 km
2578,1.35789265,103.9685089300062,1.5554842132165092 km
2579,1.357915,103.8614878,0.7969555079553612 km
2580,1.35791955,103.95102285,0.4450396709833182 km
2581,1.3579631,103.93394025201911,1.4645642868200628 km
2582,1.35799255,103.87217505577064,0.8164177263364791 km
2583,1.3580038,103.8831172,0.32379219684235555 km
2584,1.3580336,103.93933934862486,1.387847190146876 km
2585,1.3580366499999998,103.9464941785362,0.928611092643867 km
2586,1.3580925,103.84217392551992,1.0782158754358935 km
2587,1.3580987,103.7684041,0.4821676502773424 km
2588,1.35810075,103.95052429357916,0.5037840379345889 km
2589,1.3581279,103.95514513766084,0.22153309883460448 km
2590,1.35816305,103.8886748560665,0.4594591506526699 km
2591,1.35821865,103.95242906373907,0.3323905773769597 km
2592,1.3582641999999998,103.74881267480392,0.33366165531473024 km
2593,1.3583184,103.86942607605992,0.9093313484824939 km
2594,1.3583236,103.9473135,0.8481634808356872 km
2595,1.35838645,103.960518426277,0.6983502088382829 km
2596,1.35839245,103.93290927141516,1.5510945718939275 km
2597,1.35839865,103.84732724011609,0.8087582173096907 km
2598,1.35843285,103.93914019966084,1.4304985138380386 km
2599,1.3584391500000002,103.95871108550752,0.5172972956081142 km
2600,1.3584631,103.7681541,0.43696820016276505 km
2601,1.358473,103.76245239490714,0.6990778550028806 km
2602,1.3585289,103.74811358175864,0.40934621835785295 km
2603,1.3585614499999998,103.96120294062236,0.776549912605808 km
2604,1.3586475,103.87147476513556,0.8978114238001168 km
2605,1.3586654500000002,103.96710779798453,1.414836486132659 km
2606,1.3587795,103.94728457986426,0.8665719492712888 km
2607,1.3588347,103.7604879,0.863425368532893 km
2608,1.3589352,103.93615342100534,1.505507574814545 km
2609,1.3589804499999998,103.95218642421418,0.4114935381820708 km
2610,1.3589839,103.93710457857142,1.4966519200690078 km
2611,1.35899795,103.9508285852457,0.5250678691919414 km
2612,1.3589999499999998,103.88053615,0.520586567127793 km
2613,1.3590118000000002,103.93491277243216,1.5430495971816809 km
2614,1.3590243,103.8753586,0.9714400376797444 km
2615,1.35903605,103.9481862,0.7835230447356967 km
2616,1.35906595,103.93359979902928,1.592129735933794 km
2617,1.3591051,103.969055,1.636858108546405 km
2618,1.359146,103.946245124166,0.9891445495817017 km
2619,1.3591636,103.96566590988826,1.27089946626767 km
2620,1.3592162,103.95160845,0.47462562113485096 km
2621,1.3592195,103.76309506496376,0.5923743613363704 km
2622,1.3592219,103.96359731029712,1.0522420336920517 km
2623,1.3592519,103.7685857,0.36585130926981785 km
2624,1.3592829,103.9648603,1.1882482393272193 km
2625,1.3593373,103.8309127,0.48884677533689885 km
2626,1.3594951000000002,103.8926391807698,0.8463211003984512 km
2627,1.3595607,103.94789351180518,0.8376031314839039 km
2628,1.3596146,103.84594224127764,0.9842399236492447 km
2629,1.35961525,103.93998172378726,1.5685492117223496 km
2630,1.3596403499999998,103.88338206235008,0.19652440661669968 km
2631,1.3596434,103.94125902541528,1.5366904030227624 km
2632,1.3596583,103.83265934351851,0.4016684208149858 km
2633,1.3596733,103.95736783859292,0.49067270465737095 km
2634,1.35974715,103.95900554486292,0.6254719963382664 km
2635,1.3597783,103.762616,0.6051129726304614 km
2636,1.3597871,103.84424,1.0838960293793114 km
2637,1.3598047,103.7587646,0.787223951022674 km
2638,1.3598637,103.8674896,0.9683393185889371 km
2639,1.3599499,103.93566906,1.6255565489245674 km
2640,1.3599502,103.938827118821,1.5967273720872353 km
2641,1.3599523,103.93518544866666,1.6368675451780905 km
2642,1.35997325,103.83003857627617,0.48467215212276366 km
2643,1.3600851,103.9583604,0.5977451397604927 km
2644,1.3601059,103.761061,0.749554438106387 km
2645,1.3601757,103.88511197287916,0.00525754468020479 km
2646,1.3601861,103.75131866011168,0.18186081265849233 km
2647,1.3602446499999998,103.86511076372146,0.964052185421829 km
2648,1.3602797999999998,103.8927485139494,0.8551738286529821 km
2649,1.36029895,103.951590025,0.566634498446299 km
2650,1.3603218,103.7304824,2.000802344647434 km
2651,1.3604229,103.9339103,1.7236654770693498 km
2652,1.36045185,103.96690364933411,1.4444005383715948 km
2653,1.3604666,103.88249564707937,0.287684009216591 km
2654,1.3604704,103.843911181924,1.1676209957572175 km
2655,1.3604713,103.9745742,1.517685130581444 km
2656,1.36057245,103.96279017396816,1.0288202438039438 km
2657,1.36057285,103.74708244120214,0.5671019546612174 km
2658,1.36069165,103.84333226312776,1.1965195218700944 km
2659,1.3607546,103.84552702786536,1.1096126082754274 km
2660,1.3609188,103.89205010910862,0.7816672771481843 km
2661,1.36095715,103.88212956436745,0.33780093781087056 km
2662,1.3610059,103.95861523102494,0.6925758673002466 km
2663,1.3610272,103.8553897362804,1.1793671792078848 km
2664,1.3610383,103.75066154498248,0.2963097071356303 km
2665,1.36104055,103.88502833349432,0.09533362304281516 km
2666,1.3610839,103.8677661,1.1062526677545315 km
2667,1.36110855,103.8786641,0.7197041026641681 km
2668,1.3611116,103.9670193,1.4817763466705438 km
2669,1.3611232,103.8578088,1.3161994647577657 km
2670,1.3612282,103.83017973287026,0.37795729448663673 km
2671,1.3612348,103.957533905027,0.644288907092379 km
2672,1.3612695499999998,103.7464272275954,0.665347518728225 km
2673,1.3613327,103.74727694148228,0.5855683548823813 km
2674,1.3613534500000002,103.85168816395225,0.9778349831553251 km
2675,1.3613656,103.8404667,0.8690584236929959 km
2676,1.3613967,103.74976415794282,0.38172751447286507 km
2677,1.3614076000000002,103.84251752211394,1.090921961745869 km
2678,1.3614167,103.9580841,0.6936930454998909 km
2679,1.3614485,103.8562891,1.2005246018995157 km
2680,1.36149505,103.95262148002494,0.6277732197725704 km
2681,1.3614963,103.9503827401156,0.7536332183199721 km
2682,1.36150905,103.88733839880416,0.29264745386693347 km
2683,1.3615535,103.8698369,1.2412967620296886 km
2684,1.3616,103.7482272,0.5162206102282286 km
2685,1.3616063,103.88992242270068,0.5631520222592852 km
2686,1.36162525,103.95665465356949,0.6415234850126845 km
2687,1.3616438,103.75091461510016,0.34918088068203185 km
2688,1.36170005,103.74912931875272,0.45206556929799047 km
2689,1.36177365,103.74521364770472,0.8111936462576386 km
2690,1.3617951499999998,103.89155218998708,0.7437482275556947 km
2691,1.3618787,103.8791005,0.6898531015376258 km
2692,1.3618866,103.9623594872046,1.0656745872679887 km
2693,1.3618914,103.8350131,0.28163859067096775 km
2694,1.36189335,103.75091034057424,0.37587960348553023 km
2695,1.361919,103.84285501047592,1.1188010575032994 km
2696,1.3620919,103.7495996789826,0.45559282521115146 km
2697,1.3620961,103.7444601867664,0.9022329557216232 km
2698,1.3621581,103.88125403375548,0.47722416525398864 km
2699,1.36216395,103.74634012337916,0.7226809021920807 km
2700,1.36219815,103.9604788324109,0.9296115578775975 km
2701,1.36226685,103.75234902286566,0.40892446964109014 km
2702,1.36234885,103.95604490045866,0.6987096812586224 km
2703,1.3623838,103.957259796375,0.744444260966524 km
2704,1.3624117,103.7471767274007,0.6635151373945344 km
2705,1.3624404,103.9704219,1.8879476988704416 km
2706,1.3624857,103.8882638,0.43793503036248077 km
2707,1.3625101,103.95440882423244,0.6991315824111497 km
2708,1.3625129,103.9676378,1.6070918420702927 km
2709,1.36258175,103.74815778045756,0.5968246112534331 km
2710,1.3627088,103.8765734,0.9855271590435745 km
2711,1.362771,103.8754883,1.103619318174298 km
2712,1.3627726999999998,103.74918341001352,0.5439779939022975 km
2713,1.3628047,103.8710112,1.3600022735959076 km
2714,1.3628342,103.96225922136,1.1222960042208685 km
2715,1.3628569,103.97217741699596,1.8462988964393288 km
2716,1.36287305,103.74633805376712,0.7683053460824194 km
2717,1.36291475,103.88355499174462,0.3460233951940067 km
2718,1.36291895,103.75228821896296,0.47949055516539724 km
2719,1.3629372,103.8692482,1.3543869509476105 km
2720,1.36311655,103.74955376598592,0.5568877528323024 km
2721,1.36312165,103.765723797113,0.207213286522707 km
2722,1.36312835,103.7511976,0.5037859393441078 km
2723,1.36315395,103.88537251341558,0.3307130690107525 km
2724,1.3631875,103.8516776062323,0.7822751925011858 km
2725,1.3632457,103.8721152,1.3964922471869596 km
2726,1.3632786499999998,103.85062951191776,0.7453861669735322 km
2727,1.36328165,103.95160973902888,0.8532046145329908 km
2728,1.3633325,103.85968224041602,1.3424237729200899 km
2729,1.3633932,103.9632331373327,1.2449336038200987 km
2730,1.36341245,103.95394228553867,0.8021649324710562 km
2731,1.3634695,103.7637296284356,0.4289232103849568 km
2732,1.36351535,103.8567036832668,1.0657981115632196 km
2733,1.36363035,103.95940771447304,0.9791695628135847 km
2734,1.36368415,103.96298474378882,1.2449866802262373 km
2735,1.3636848,103.95208679204106,0.8757396445435469 km
2736,1.3637049,103.8753728,1.1469056260130848 km
2737,1.36372265,103.89511950723931,0.8907853912195327 km
2738,1.36379355,103.84996416681396,0.6803550205713326 km
2739,1.36381795,103.74740762374958,0.7545721647862803 km
2740,1.3638466,103.76448735951595,0.366010037935519 km
2741,1.36386765,103.85527909308789,0.9247396475346243 km
2742,1.36399175,103.8519869744554,0.7103736420896638 km
2743,1.3639965,103.7527407,0.6047448741580492 km
2744,1.3640648,103.85163804444444,0.6889108713047517 km
2745,1.36411015,103.7462920119,0.8626505111577348 km
2746,1.3641391,103.96210275726116,1.2095807576060216 km
2747,1.36413945,103.9523983440557,0.9133991599434013 km
2748,1.364147,103.89374123331366,0.8044683410260689 km
2749,1.3641729,103.89298276610909,0.7900712786219309 km
2750,1.36423855,103.9589976062416,1.0136695110921987 km
2751,1.3642447,103.884224,0.4591817766905147 km
2752,1.36426585,103.86511384825477,1.4085232905904048 km
2753,1.3642682,103.9675891,1.6959052811393718 km
2754,1.364307,103.9666919,1.6142628305933493 km
2755,1.36432355,103.83166833259988,0.1784035776976268 km
2756,1.3644199499999998,103.85089102060982,0.6273774284451762 km
2757,1.3644465,103.8825992,0.5458442808271752 km
2758,1.3644508,103.96267286290568,1.2784136854945807 km
2759,1.3645119,103.8420761,0.9831516943503044 km
2760,1.36458605,103.95743700171688,0.979225900678647 km
2761,1.3646663,103.84486928188798,0.7819292695675373 km
2762,1.36478815,103.95928783495252,1.082487525706967 km
2763,1.3647895,103.76477180620503,0.39976397039707356 km
2764,1.36483525,103.74584425881096,0.9547574525739946 km
2765,1.3648386499999998,103.7641701502389,0.4546454343229791 km
2766,1.36484105,103.76357740337356,0.5088126988215461 km
2767,1.36484325,103.75259874233971,0.6949051062430842 km
2768,1.36484725,103.95805029257042,1.029839143740586 km
2769,1.3649451,103.84551913028672,0.7114869487007127 km
2770,1.36495585,103.8438180100004,0.8431683064205554 km
2771,1.36495985,103.9644810059452,1.4631603912802198 km
2772,1.3649643500000002,103.85520591304936,0.8347974672725654 km
2773,1.36499585,103.89635692492304,0.8249606787856174 km
2774,1.3650701,103.8850664,0.5408140689589099 km
2775,1.3651411,103.84172788267786,0.9046900412709873 km
2776,1.36517405,103.95637928577258,1.012049340395839 km
2777,1.365256,103.88916408232116,0.7233606049106891 km
2778,1.3652679,103.89646425576294,0.8064066883815786 km
2779,1.36533185,103.7714841615818,0.5602081660270452 km
2780,1.3653442999999998,103.75258401236262,0.7496825407608004 km
2781,1.36538085,103.85684488693308,0.9544422805581139 km
2782,1.3654375,103.8296749,0.430182030986758 km
2783,1.3654445,103.9579116,1.0862090970480969 km
2784,1.3655309,103.95873804399857,1.1291754155944553 km
2785,1.3656055500000002,103.89205370670612,0.6298590396254172 km
2786,1.3657750000000002,103.95653871628758,1.0806790559935855 km
2787,1.3658065499999998,103.752791692689,0.8033399109864813 km
2788,1.3658483,103.95537736269596,1.0453346499496627 km
2789,1.36586385,103.85863834839888,1.1061617904187915 km
2790,1.36587625,103.96324865134378,1.437301637902089 km
2791,1.36587695,103.95414303697638,0.9593118501773137 km
2792,1.3658891,103.84468901103249,0.7025346826589607 km
2793,1.3659704499999998,103.87028671064984,1.7089030743888016 km
2794,1.36601165,103.9588994506616,1.185068319031181 km
2795,1.3660218,103.8719067,1.6005286496402595 km
2796,1.3660231,103.77507192428756,0.9438862023500375 km
2797,1.3660339,103.95941770550546,1.211533450233448 km
2798,1.3661351,103.8760824,1.1970821384428243 km
2799,1.3662088,103.84147646858604,0.797487383450269 km
2800,1.366267,103.75234899351852,0.848771516607734 km
2801,1.3663112,103.8793998,0.925862814284484 km
2802,1.3663655499999998,103.96243184121396,1.4207811744017684 km
2803,1.3664084,103.95899216574938,1.229425806056487 km
2804,1.3664174999999998,103.83939388578352,0.6404688810821417 km
2805,1.36649035,103.96014084365676,1.293203560927702 km
2806,1.36652715,103.87240135,1.5744283343952714 km
2807,1.3665444,103.8969803,0.733254410342796 km
2808,1.3665569,103.95447004469204,0.9205722642845876 km
2809,1.3666626,103.9617863445436,1.4050229660536313 km
2810,1.3666904,103.8755199,1.283247749769034 km
2811,1.36677935,103.9523415870791,0.771681329537687 km
2812,1.3667848,103.95604905599842,1.0225630810740456 km
2813,1.36679205,103.88776734480196,0.7149726746421449 km
2814,1.36679605,103.8865753660334,0.7507234977709579 km
2815,1.36682435,103.95028824260945,0.6966747616484799 km
2816,1.3668656,103.8806093,0.8902293535077141 km
2817,1.3669847,103.8848813,0.7527979680409569 km
2818,1.36700685,103.8579924676004,0.9928408065185306 km
2819,1.36703,103.88996647282468,0.5424925069557541 km
2820,1.36716245,103.87757139746824,1.136529701909768 km
2821,1.3671693,103.95954109406958,1.3132937883423554 km
2822,1.36720995,103.85324663411852,0.5090717999871776 km
2823,1.3672168,103.95470926572165,0.8829168611304785 km
2824,1.3672423,103.8785561,1.065198584043531 km
2825,1.3673214,103.8742539,1.4391777828066883 km
2826,1.3673518,103.962681735226,1.5247695232509164 km
2827,1.3673863,103.92887078561483,2.3563455615121573 km
2828,1.3674748,103.8900543,0.49517718059817883 km
2829,1.36750085,103.95705945101432,1.0603113664531603 km
2830,1.367504,103.95010799646585,0.6193270947610363 km
2831,1.3675632,103.95245786549732,0.7013625006251848 km
2832,1.3675824,103.94706515191436,0.6524009665054257 km
2833,1.36768315,103.95225791840184,0.6788147927495618 km
2834,1.3676957,103.85422938005831,0.5757131145943588 km
2835,1.36777345,103.84124388781908,0.6612635796874987 km
2836,1.36780295,103.95545322142684,0.898359108982513 km
2837,1.36780715,103.85812389124423,0.9818207556755743 km
2838,1.36781235,103.95821899168908,1.1502998078602287 km
2839,1.367813,103.8993633,0.8671177001529059 km
